City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,najran,20,SA,1541246400,34,17.54,44.22,80.6,9.17
387,victor harbor,0,AU,1541248200,72,-35.55,138.62,59.0,6.93
388,soldotna,1,US,1541246160,51,60.48,-151.07,35.06,8.05
389,whitehorse,90,CA,1541246400,91,60.72,-135.06,3.2,2.24
390,aleksandrov gay,56,RU,1541250535,46,50.14,48.57,45.05,5.75
391,qidong,0,CN,1541250535,95,31.81,121.66,61.75,7.87
392,cabo san lucas,5,MX,1541247000,82,22.89,-109.91,60.8,4.7
393,inirida,92,CO,1541250536,98,3.87,-67.92,72.1,3.22
394,malanje,36,AO,1541250536,72,-9.54,16.35,79.75,4.74
395,camopi,44,GF,1541250537,75,3.17,-52.33,82.72,3.0
396,seoul,0,KR,1541250000,87,37.57,126.98,50.0,2.24
397,yeppoon,0,AU,1541248200,77,-23.13,150.74,69.8,5.82
398,cidreira,92,BR,1541250537,100,-30.17,-50.22,68.72,8.43
399,baherden,0,TM,1541250538,75,38.44,57.43,44.2,7.09
400,jalu,0,LY,1541250538,40,29.03,21.55,83.57,4.74
401,bermeo,20,ES,1541250000,55,43.42,-2.72,60.8,4.7
402,grants,1,US,1541249700,82,35.15,-107.85,34.16,8.05
403,hoquiam,90,US,1541250060,96,46.98,-123.89,55.04,6.93
404,aksu,90,KZ,1541248200,95,52.04,76.93,33.8,6.71
405,salalah,20,OM,1541245800,54,17.01,54.1,84.2,9.17
406,gotsu,0,JP,1541250540,94,35.01,132.22,50.72,5.3
407,nkhata bay,0,MW,1541250544,49,-11.61,34.3,85.15,3.89
408,bagdarin,0,RU,1541250544,55,54.44,113.59,-3.37,2.73
409,yumen,8,CN,1541250546,63,40.29,97.04,25.97,4.85
410,kenai,90,US,1541246160,56,60.55,-151.26,35.06,16.11
411,praia da vitoria,75,PT,1541246400,82,38.73,-27.07,68.0,6.8
412,vanimo,24,PG,1541250547,100,-2.67,141.3,84.34,14.18
413,lumeje,44,AO,1541250547,66,-11.56,20.78,82.67,7.31
414,sinnamary,8,GF,1541250548,93,5.38,-52.96,82.54,6.24
415,porto walter,0,BR,1541250548,85,-8.27,-72.74,78.85,2.89
416,flinders,0,AU,1541250549,57,-34.58,150.85,66.74,3.29
417,ostersund,0,SE,1541247600,74,63.18,14.64,37.4,11.41
418,bokovskaya,56,RU,1541250550,49,49.23,41.83,49.64,9.55
419,new iberia,1,US,1541248500,100,30.0,-91.82,51.08,2.84
420,henties bay,36,NA,1541250550,92,-22.12,14.28,65.89,9.1
421,shenzhen,40,CN,1541248200,73,22.54,114.05,75.2,4.7
422,elko,40,US,1541249760,49,40.83,-115.76,39.02,9.17
423,novouralsk,68,RU,1541250551,87,57.25,60.1,34.75,5.3
424,rondonopolis,12,BR,1541250552,84,-16.46,-54.64,79.25,5.79
425,novoagansk,68,RU,1541250552,77,61.94,76.66,15.04,8.37
426,lexington,1,US,1541248500,100,38.05,-84.5,35.96,2.84
427,terrak,20,NO,1541249400,80,65.09,12.37,41.0,12.75
428,marsh harbour,20,BS,1541250555,98,26.54,-77.06,81.68,13.18
429,broome,20,GB,1541249760,71,52.47,1.45,55.4,13.87
430,port lincoln,56,AU,1541250560,98,-34.72,135.86,57.79,7.02
431,fort saint james,88,CA,1541250560,100,54.43,-124.25,37.0,6.08
432,san pedro,0,AR,1541250561,92,-33.68,-59.66,67.55,6.02
433,port-gentil,75,GA,1541246400,74,-0.72,8.78,86.0,14.99
434,yichang,0,CN,1541250562,71,30.77,111.32,54.86,2.28
435,kirsanov,64,RU,1541250562,93,52.65,42.73,39.11,9.04
436,barcelos,75,PT,1541248200,87,41.53,-8.62,59.0,5.82
437,guerrero,20,AR,1541246400,65,-24.19,-65.45,77.0,5.82
438,sovetskiy,88,RU,1541250563,97,56.76,48.47,37.27,11.05
439,yarmouth,75,GB,1541249400,71,50.71,-1.5,55.4,17.22
440,mugumu,32,TZ,1541250564,89,-1.84,34.67,69.85,2.55
441,burgersdorp,0,ZA,1541250564,23,-30.99,26.32,75.56,10.38
442,morada nova,12,BR,1541250564,48,-5.1,-38.37,86.99,11.27
443,illela,0,NG,1541250564,31,12.39,4.75,97.61,6.42
444,honiara,40,SB,1541246400,94,-9.43,159.96,75.2,2.24
445,atar,0,MR,1541246400,30,20.52,-13.05,82.4,13.87
446,sinop,0,TR,1541250565,95,42.03,35.15,64.94,10.56
447,bonthe,24,SL,1541250565,58,7.53,-12.5,92.3,2.1
448,cairns,75,AU,1541248200,78,-16.92,145.77,77.0,10.29
449,hedaru,32,TZ,1541250566,41,-4.5,37.91,87.94,11.27
450,karjat,40,IN,1541250000,62,18.91,73.32,89.6,8.05
451,palauig,32,PH,1541250566,94,15.44,119.9,79.7,5.08
452,george,40,NG,1541246400,70,6.63,3.35,89.6,4.7
453,sunndalsora,40,NO,1541249400,93,62.68,8.55,44.6,13.87
454,luderitz,48,NA,1541246400,82,-26.65,15.16,60.8,13.87
455,verkh-usugli,44,RU,1541250568,59,52.7,115.17,6.08,2.39
456,tonantins,36,BR,1541250568,93,-2.86,-67.77,78.08,3.51
457,nadym,68,RU,1541250568,89,65.53,72.51,25.07,12.28
458,coahuayana,76,MX,1541250568,68,18.62,-100.35,64.94,3.56
459,tazmalt,40,DZ,1541246400,72,36.39,4.4,62.6,20.8
460,sur,0,OM,1541250569,95,22.57,59.53,78.62,16.82
461,hamilton,90,CA,1541247240,93,43.26,-79.87,39.2,6.93
462,noumea,0,NC,1541248200,64,-22.28,166.46,68.0,10.45
463,ugoofaaru,44,MV,1541250569,100,5.67,73.0,82.99,4.85
464,codrington,12,AU,1541250570,66,-28.95,153.24,72.95,5.64
465,new port richey,75,US,1541248500,87,28.24,-82.72,62.06,10.29
466,faanui,12,PF,1541250570,100,-16.48,-151.75,79.57,10.38
467,byron bay,12,AU,1541248200,78,-28.65,153.62,73.4,13.87
468,touros,64,BR,1541250571,72,-5.2,-35.46,84.25,15.59
469,merritt island,1,US,1541246580,85,28.54,-80.67,64.22,9.17
470,diffa,24,NE,1541250571,19,13.32,12.61,98.92,9.89
471,maputo,40,MZ,1541246400,47,-25.97,32.57,78.8,11.41
472,les escoumins,100,CA,1541250572,99,48.35,-69.4,34.97,7.36
473,sulangan,64,PH,1541250572,100,11.14,123.72,83.8,16.87
